Ders Kodu,Ders Section,Ders Adı,Hoca,Saat
ENG 102,ENG 102.Z,İngilizce II,ECE BETİL ARPACIOĞLU,Perşembe 14:40 - 16:30 / Cuma 08:40 - 10:30
ENG 104,ENG 104.A,İngilizce II (Öğrenim dili Türkçe programlar),AZRA NİHAL YILMAZ,Pazartesi 10:40 - 13:30
ENG 104,ENG 104.B,İngilizce II (Öğrenim dili Türkçe programlar),AZRA NİHAL YILMAZ,Salı 13:40 - 16:30
ENG 104,ENG 104.C,İngilizce II (Öğrenim dili Türkçe programlar),AZRA NİHAL YILMAZ,Cuma 14:40 - 17:30
ENG 106,ENG 106.A,İngilizce Konuşma Becerileri II,NİL ALGAN BİLEN,Salı 10:40 - 13:30
ENG 106,ENG 106.B,İngilizce Konuşma Becerileri II,PETEK ŞİRİN,Çarşamba 13:40 - 16:30
TLL 101,TLL 101.A,Türk Dili ve Edebiyatı I,ŞENAY ÇINAR,Çarşamba 12:40 - 14:30
TLL 101,TLL 101.B,Türk Dili ve Edebiyatı I,ŞENAY ÇINAR,Cuma 10:40 - 12:30
TLL 101,TLL 101.C,Türk Dili ve Edebiyatı I,FATMA DAMAK,Çarşamba 12:40 - 14:30
TLL 101,TLL 101.D,Türk Dili ve Edebiyatı I,FATMA DAMAK,Çarşamba 16:40 - 18:30
TLL 101,TLL 101.E,Türk Dili ve Edebiyatı I,EZGİ HAMZAÇEBİ,Pazartesi 13:40 - 15:30
TLL 101,TLL 101.F,Türk Dili ve Edebiyatı I,YAĞMUR YILDIRIMAY,Çarşamba 16:40 - 18:30
TLL 101,TLL 101.G,Türk Dili ve Edebiyatı I,GÜNEŞ SEZEN,Çarşamba 12:40 - 14:30
TLL 101,TLL 101.H,Türk Dili ve Edebiyatı I,ŞERİFE SEDA YÜCEKURT ÜNLÜ,Çarşamba 08:40 - 10:30
TLL 101,TLL 101.I,Türk Dili ve Edebiyatı I,MURAT NARCI,Çarşamba 12:40 - 14:30
TLL 101,TLL 101.J,Türk Dili ve Edebiyatı I,MURAT NARCI,Cuma 08:40 - 10:30
TLL 101,TLL 101.K,Türk Dili ve Edebiyatı I,SENEM TİMUROĞLU,Pazartesi 10:40 - 12:30
TLL 101,TLL 101.L,Türk Dili ve Edebiyatı I,SENEM TİMUROĞLU,Çarşamba 16:40 - 18:30
TLL 101,TLL 101.M,Türk Dili ve Edebiyatı I,MURAT NARCI,Çarşamba 08:40 - 10:30
TLL 101,TLL 101.O,Türk Dili ve Edebiyatı I,ÇİMEN GÜNAY ERKOL,Çarşamba 12:40 - 14:30
TLL 101,TLL 101.P,Türk Dili ve Edebiyatı I,YAĞMUR YILDIRIMAY,Salı 10:40 - 12:30
TLL 101,TLL 101.Q,Türk Dili ve Edebiyatı I,YAĞMUR YILDIRIMAY,Çarşamba 08:40 - 10:30
TLL 101,TLL 101.R,Türk Dili ve Edebiyatı I,YAĞMUR YILDIRIMAY,Cuma 08:40 - 10:30
TLL 101,TLL 101.S,Türk Dili ve Edebiyatı I,YAĞMUR YILDIRIMAY,Çarşamba 12:40 - 14:30
TLL 102,TLL 102.A,Türk Dili ve Edebiyatı II,ŞENAY ÇINAR,Cuma 08:40 - 10:30
TLL 102,TLL 102.AA,Türk Dili ve Edebiyatı II,EGEM ATİK,Perşembe 13:40 - 15:30
TLL 102,TLL 102.AB,Türk Dili ve Edebiyatı II,EGEM ATİK,Cuma 10:40 - 12:30
TLL 102,TLL 102.AC,Türk Dili ve Edebiyatı II,MURAT NARCI,Çarşamba 16:40 - 18:30
TLL 102,TLL 102.AE,Türk Dili ve Edebiyatı II,ALİ SERDAR,Perşembe 08:40 - 10:30
TLL 102,TLL 102.B,Türk Dili ve Edebiyatı II,ŞENAY ÇINAR,Çarşamba 08:40 - 10:30
TLL 102,TLL 102.C,Türk Dili ve Edebiyatı II,ŞENAY ÇINAR,Pazartesi 08:40 - 10:30
TLL 102,TLL 102.D,Türk Dili ve Edebiyatı II,YAĞMUR YILDIRIMAY,Cuma 10:40 - 12:30
TLL 102,TLL 102.E,Türk Dili ve Edebiyatı II,FATMA DAMAK,Cuma 08:40 - 10:30
TLL 102,TLL 102.F,Türk Dili ve Edebiyatı II,FATMA DAMAK,Çarşamba 08:40 - 10:30
TLL 102,TLL 102.G,Türk Dili ve Edebiyatı II,EGEM ATİK,Perşembe 11:40 - 13:30
TLL 102,TLL 102.H,Türk Dili ve Edebiyatı II,FATMA DAMAK,Cuma 10:40 - 12:30
TLL 102,TLL 102.I,Türk Dili ve Edebiyatı II,EZGİ HAMZAÇEBİ,Pazartesi 08:40 - 10:30
TLL 102,TLL 102.J,Türk Dili ve Edebiyatı II,ALİ SERDAR,Perşembe 13:40 - 15:30
TLL 102,TLL 102.K,Türk Dili ve Edebiyatı II,EZGİ HAMZAÇEBİ,Pazartesi 10:40 - 12:30
TLL 102,TLL 102.L,Türk Dili ve Edebiyatı II,EZGİ HAMZAÇEBİ,Cuma 14:40 - 16:30
TLL 102,TLL 102.M,Türk Dili ve Edebiyatı II,GÜNEŞ SEZEN,Cuma 10:40 - 12:30
TLL 102,TLL 102.N,Türk Dili ve Edebiyatı II,GÜNEŞ SEZEN,Salı 10:40 - 12:30
TLL 102,TLL 102.O,Türk Dili ve Edebiyatı II,GÜNEŞ SEZEN,Çarşamba 10:40 - 12:30
TLL 102,TLL 102.P,Türk Dili ve Edebiyatı II,GÜNEŞ SEZEN,Çarşamba 16:40 - 18:30
TLL 102,TLL 102.Q,Türk Dili ve Edebiyatı II,MURAT NARCI,Cuma 10:40 - 12:30
TLL 102,TLL 102.R,Türk Dili ve Edebiyatı II,ŞERİFE SEDA YÜCEKURT ÜNLÜ,Salı 10:40 - 12:30
TLL 102,TLL 102.S,Türk Dili ve Edebiyatı II,ŞERİFE SEDA YÜCEKURT ÜNLÜ,Çarşamba 10:40 - 12:30
TLL 102,TLL 102.T,Türk Dili ve Edebiyatı II,ŞERİFE SEDA YÜCEKURT ÜNLÜ,Çarşamba 16:40 - 18:30
TLL 102,TLL 102.U,Türk Dili ve Edebiyatı II,ŞERİFE SEDA YÜCEKURT ÜNLÜ,Pazartesi 12:40 - 14:30
TLL 102,TLL 102.V,Türk Dili ve Edebiyatı II,SENEM TİMUROĞLU,Perşembe 14:40 - 16:30
TLL 102,TLL 102.W,Türk Dili ve Edebiyatı II,SENEM TİMUROĞLU,Salı 16:40 - 18:30
TLL 102,TLL 102.X,Türk Dili ve Edebiyatı II,EZGİ HAMZAÇEBİ,Cuma 16:40 - 18:30
TLL 102,TLL 102.Y,Türk Dili ve Edebiyatı II,ÇİMEN GÜNAY ERKOL,Cuma 14:40 - 16:30
TLL 102,TLL 102.Z,Türk Dili ve Edebiyatı II,ÇİMEN GÜNAY ERKOL,Pazartesi 08:40 - 10:30
